Time difference of 9.764995 hours
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinD
reaction #93; stage LB; binary index 2; optim.step 3; tracer 13CLinoKinJ
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinB
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinC
reaction #7; stage UB; binary index 6; optim.step 7; tracer 13ChpAAd
reaction #93; stage LB; binary index 2; optim.step 3; tracer 13ChpAAb
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinE
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinC
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinD
reaction #7; stage UB; binary index 6; optim.step 7; tracer 13ChpAAe
reaction #93; stage LB; binary index 2; optim.step 3; tracer 13ChpAAc
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinF
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinD
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinE
reaction #7; stage UB; binary index 6; optim.step 7; tracer 13ChpAAf
reaction #93; stage LB; binary index 2; optim.step 3; tracer 13ChpAAd
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinG
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinE
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinF
reaction #7; stage UB; binary index 6; optim.step 7; tracer 13ChpAAj
reaction #93; stage LB; binary index 2; optim.step 3; tracer 13ChpAAe
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinH
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinF
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinG
reaction #7; stage UB; binary index 6; optim.step 7; tracer 13ChpAAk
reaction #93; stage LB; binary index 2; optim.step 3; tracer 13ChpAAf
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinI
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinG
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinH
reaction #7; stage UB; binary index 6; optim.step 7; tracer 13ChpAAl
reaction #93; stage LB; binary index 2; optim.step 3; tracer 13ChpAAj
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13CLinoKinJ
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinH
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinI
# A tibble: 1 × 3
  flux.index flux.value  cost
       <dbl>      <dbl> <dbl>
1          7     12346. 0.124
reaction #7; stage UB; binary index 7
h =  12345.68
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CGlc
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13ChpAAb
reaction #93; stage LB; binary index 2; optim.step 3; tracer 13ChpAAk
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinI
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinJ
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CLac
reaction #93; stage LB; binary index 2; optim.step 3; tracer 13ChpAAl
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13ChpAAc
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinJ
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13ChpAAb
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CGlycerol
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CGlc
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13ChpAAd
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13ChpAAb
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13ChpAAc
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CAla
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13ChpAAe
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13ChpAAc
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13ChpAAd
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CLac
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CGln
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13ChpAAf
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13ChpAAd
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13ChpAAe
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CGlycerol
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CHB
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13ChpAAj
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13ChpAAe
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13ChpAAf
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CAla
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CLinoKinA
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13ChpAAk
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13ChpAAf
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13ChpAAj
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CGln
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CLinoKinB
reaction #86; stage LB; binary index 8; optim.step 2; tracer 13ChpAAl
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13ChpAAj
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13ChpAAk
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CHB
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CLinoKinC
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CGlc
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13ChpAAk
reaction #20; stage UB; binary index 7; optim.step 4; tracer 13ChpAAl
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CLinoKinA
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CLinoKinD
reaction #81; stage UB; binary index 7; optim.step 4; tracer 13ChpAAl
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CGlc
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CLac
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CLinoKinB
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CLinoKinE
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CGlc
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CGlycerol
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CLac
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CLinoKinC
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CLinoKinF
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CLac
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CAla
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CGlycerol
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CLinoKinD
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CLinoKinG
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CGlycerol
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CGln
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CLinoKinE
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CAla
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CLinoKinH
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CAla
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CLinoKinF
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CHB
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CGln
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CLinoKinI
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CGln
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CLinoKinG
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinA
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CHB
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13CLinoKinJ
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CLinoKinH
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CHB
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinB
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinA
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13ChpAAb
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CLinoKinI
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinA
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinC
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinB
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13ChpAAc
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13CLinoKinJ
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinB
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinD
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinC
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13ChpAAd
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13ChpAAb
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinE
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinC
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinD
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13ChpAAe
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13ChpAAc
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinF
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinD
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinE
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13ChpAAf
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13ChpAAd
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinG
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinE
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinF
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13ChpAAj
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13ChpAAe
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinH
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinF
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinG
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13ChpAAk
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13ChpAAf
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinI
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinH
reaction #7; stage UB; binary index 7; optim.step 1; tracer 13ChpAAl
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13ChpAAj
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinJ
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinH
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinI
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CGlc
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13ChpAAk
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13ChpAAb
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinI
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinJ
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CLac
reaction #93; stage LB; binary index 2; optim.step 4; tracer 13ChpAAl
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13ChpAAc
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinJ
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13ChpAAb
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CGlycerol
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CGlc
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13ChpAAd
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13ChpAAb
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13ChpAAc
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CAla
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CLac
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13ChpAAe
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13ChpAAc
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13ChpAAd
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CGln
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CGlycerol
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13ChpAAf
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13ChpAAd
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13ChpAAe
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CHB
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CAla
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13ChpAAj
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13ChpAAe
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13ChpAAf
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CLinoKinA
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13ChpAAk
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CGln
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13ChpAAf
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13ChpAAj
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CLinoKinB
reaction #86; stage LB; binary index 8; optim.step 3; tracer 13ChpAAl
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CHB
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13ChpAAj
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13ChpAAk
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CLinoKinC
reaction #86; stage LB; binary index 8; optim.step 4; tracer 13CGlc
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13ChpAAk
reaction #20; stage UB; binary index 7; optim.step 5; tracer 13ChpAAl
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CLinoKinA
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CLinoKinD
reaction #86; stage LB; binary index 8; optim.step 4; tracer 13CLac
reaction #20; stage UB; binary index 7; optim.step 6; tracer 13CGlc
reaction #81; stage UB; binary index 7; optim.step 5; tracer 13ChpAAl
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CLinoKinB
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CLinoKinE
reaction #86; stage LB; binary index 8; optim.step 4; tracer 13CGlycerol
# A tibble: 1 × 3
  flux.index flux.value  cost
       <dbl>      <dbl> <dbl>
1         81       77.9 0.124
reaction #81; stage LB; binary index 1
h =  -31.54
reaction #81; stage LB; binary index 1; optim.step 1; tracer 13CGlc
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CLinoKinC
reaction #20; stage UB; binary index 7; optim.step 6; tracer 13CLac
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CLinoKinF
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CLinoKinD
reaction #86; stage LB; binary index 8; optim.step 4; tracer 13CAla
reaction #81; stage LB; binary index 1; optim.step 1; tracer 13CLac
reaction #20; stage UB; binary index 7; optim.step 6; tracer 13CGlycerol
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CLinoKinG
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CLinoKinE
reaction #86; stage LB; binary index 8; optim.step 4; tracer 13CGln
reaction #81; stage LB; binary index 1; optim.step 1; tracer 13CGlycerol
reaction #20; stage UB; binary index 7; optim.step 6; tracer 13CAla
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CLinoKinH
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CLinoKinF
reaction #86; stage LB; binary index 8; optim.step 4; tracer 13CHB
reaction #81; stage LB; binary index 1; optim.step 1; tracer 13CAla
reaction #20; stage UB; binary index 7; optim.step 6; tracer 13CGln
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CLinoKinI
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CLinoKinG
reaction #86; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinA
reaction #81; stage LB; binary index 1; optim.step 1; tracer 13CGln
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13CLinoKinJ
reaction #20; stage UB; binary index 7; optim.step 6; tracer 13CHB
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CLinoKinH
reaction #86; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinB
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13ChpAAb
reaction #81; stage LB; binary index 1; optim.step 1; tracer 13CHB
reaction #20; stage UB; binary index 7; optim.step 6; tracer 13CLinoKinA
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CLinoKinI
reaction #86; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinC
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13ChpAAc
reaction #20; stage UB; binary index 7; optim.step 6; tracer 13CLinoKinB
reaction #81; stage LB; binary index 1; optim.step 1; tracer 13CLinoKinA
reaction #93; stage LB; binary index 2; optim.step 5; tracer 13CLinoKinJ
reaction #86; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinD
reaction #7; stage UB; binary index 7; optim.step 2; tracer 13ChpAAd
reaction #20; stage UB; binary index 7; optim.step 6; tracer 13CLinoKinC
